service,service_key,method,path,normalized_path,dynamic,source,file,line,match_key
payment,payment,GET,/payment/policy?{param},/payment/policy,True,serviceRequest,web/dashboard/src/lib/payment.ts,145,payment|GET|/payment/policy
payment,payment,PUT,/payment/policy?{param},/payment/policy,True,serviceRequest,web/dashboard/src/lib/payment.ts,153,payment|PUT|/payment/policy
payment,payment,GET,/payment/ap2/profile?{param},/payment/ap2/profile,True,serviceRequest,web/dashboard/src/lib/payment.ts,164,payment|GET|/payment/ap2/profile
payment,payment,PUT,/payment/ap2/profile?{param},/payment/ap2/profile,True,serviceRequest,web/dashboard/src/lib/payment.ts,172,payment|PUT|/payment/ap2/profile
payment,payment,POST,/payment/ap2/evaluate,/payment/ap2/evaluate,False,serviceRequest,web/dashboard/src/lib/payment.ts,204,payment|POST|/payment/ap2/evaluate
payment,payment,POST,/payment/tr31/create,/payment/tr31/create,False,serviceRequest,web/dashboard/src/lib/payment.ts,231,payment|POST|/payment/tr31/create
payment,payment,POST,/payment/tr31/translate,/payment/tr31/translate,False,serviceRequest,web/dashboard/src/lib/payment.ts,261,payment|POST|/payment/tr31/translate
payment,payment,POST,/payment/tr31/validate,/payment/tr31/validate,False,serviceRequest,web/dashboard/src/lib/payment.ts,281,payment|POST|/payment/tr31/validate
payment,payment,POST,/payment/pin/translate,/payment/pin/translate,False,serviceRequest,web/dashboard/src/lib/payment.ts,305,payment|POST|/payment/pin/translate
payment,payment,POST,/payment/pin/pvv/generate,/payment/pin/pvv/generate,False,serviceRequest,web/dashboard/src/lib/payment.ts,325,payment|POST|/payment/pin/pvv/generate
payment,payment,POST,/payment/pin/pvv/verify,/payment/pin/pvv/verify,False,serviceRequest,web/dashboard/src/lib/payment.ts,346,payment|POST|/payment/pin/pvv/verify
payment,payment,POST,/payment/pin/cvv/compute,/payment/pin/cvv/compute,False,serviceRequest,web/dashboard/src/lib/payment.ts,366,payment|POST|/payment/pin/cvv/compute
payment,payment,POST,/payment/pin/cvv/verify,/payment/pin/cvv/verify,False,serviceRequest,web/dashboard/src/lib/payment.ts,387,payment|POST|/payment/pin/cvv/verify
payment,payment,POST,/payment/mac/verify,/payment/mac/verify,False,serviceRequest,web/dashboard/src/lib/payment.ts,434,payment|POST|/payment/mac/verify
payment,payment,POST,/payment/iso20022/sign,/payment/iso20022/sign,False,serviceRequest,web/dashboard/src/lib/payment.ts,451,payment|POST|/payment/iso20022/sign
payment,payment,POST,/payment/iso20022/verify,/payment/iso20022/verify,False,serviceRequest,web/dashboard/src/lib/payment.ts,469,payment|POST|/payment/iso20022/verify
payment,payment,POST,/payment/iso20022/encrypt,/payment/iso20022/encrypt,False,serviceRequest,web/dashboard/src/lib/payment.ts,488,payment|POST|/payment/iso20022/encrypt
payment,payment,POST,/payment/iso20022/decrypt,/payment/iso20022/decrypt,False,serviceRequest,web/dashboard/src/lib/payment.ts,506,payment|POST|/payment/iso20022/decrypt
payment,payment,POST,/payment/iso20022/lau/generate,/payment/iso20022/lau/generate,False,serviceRequest,web/dashboard/src/lib/payment.ts,525,payment|POST|/payment/iso20022/lau/generate
payment,payment,POST,/payment/iso20022/lau/verify,/payment/iso20022/lau/verify,False,serviceRequest,web/dashboard/src/lib/payment.ts,545,payment|POST|/payment/iso20022/lau/verify
payment,payment,GET,/payment/injection/terminals?{param},/payment/injection/terminals,True,serviceRequest,web/dashboard/src/lib/payment.ts,556,payment|GET|/payment/injection/terminals
payment,payment,POST,/payment/injection/terminals?{param},/payment/injection/terminals,True,serviceRequest,web/dashboard/src/lib/payment.ts,575,payment|POST|/payment/injection/terminals
payment,payment,POST,/payment/injection/terminals/{param}/challenge?{param},/payment/injection/terminals/{param}/challenge,True,serviceRequest,web/dashboard/src/lib/payment.ts,594,payment|POST|/payment/injection/terminals/{param}/challenge
payment,payment,POST,/payment/injection/terminals/{param}/verify?{param},/payment/injection/terminals/{param}/verify,True,serviceRequest,web/dashboard/src/lib/payment.ts,611,payment|POST|/payment/injection/terminals/{param}/verify
payment,payment,GET,/payment/injection/jobs?{param},/payment/injection/jobs,True,serviceRequest,web/dashboard/src/lib/payment.ts,635,payment|GET|/payment/injection/jobs
payment,payment,POST,/payment/injection/jobs?{param},/payment/injection/jobs,True,serviceRequest,web/dashboard/src/lib/payment.ts,655,payment|POST|/payment/injection/jobs
posture,posture,GET,/posture/dashboard?{param},/posture/dashboard,True,serviceRequest,web/dashboard/src/lib/posture.ts,158,posture|GET|/posture/dashboard
posture,posture,POST,/posture/scan?{param}&sync_audit={param},/posture/scan,True,serviceRequest,web/dashboard/src/lib/posture.ts,162,posture|POST|/posture/scan
posture,posture,GET,/posture/risk?{param},/posture/risk,True,serviceRequest,web/dashboard/src/lib/posture.ts,172,posture|GET|/posture/risk
posture,posture,GET,/posture/risk/history?{param}&limit={param},/posture/risk/history,True,serviceRequest,web/dashboard/src/lib/posture.ts,177,posture|GET|/posture/risk/history
posture,posture,GET,/posture/findings?{param},/posture/findings,True,serviceRequest,web/dashboard/src/lib/posture.ts,196,posture|GET|/posture/findings
posture,posture,PUT,/posture/findings/{param}/status?{param},/posture/findings/{param}/status,True,serviceRequest,web/dashboard/src/lib/posture.ts,205,posture|PUT|/posture/findings/{param}/status
posture,posture,GET,/posture/actions?{param},/posture/actions,True,serviceRequest,web/dashboard/src/lib/posture.ts,221,posture|GET|/posture/actions
posture,posture,POST,/posture/actions/{param}/execute?{param},/posture/actions/{param}/execute,True,serviceRequest,web/dashboard/src/lib/posture.ts,230,posture|POST|/posture/actions/{param}/execute
pqc,pqc,GET,/pqc/policy?{param},/pqc/policy,True,serviceRequest,web/dashboard/src/lib/pqc.ts,133,pqc|GET|/pqc/policy
pqc,pqc,PUT,/pqc/policy?{param},/pqc/policy,True,serviceRequest,web/dashboard/src/lib/pqc.ts,138,pqc|PUT|/pqc/policy
pqc,pqc,GET,/pqc/inventory?{param},/pqc/inventory,True,serviceRequest,web/dashboard/src/lib/pqc.ts,146,pqc|GET|/pqc/inventory
pqc,pqc,GET,/pqc/migration/report?{param},/pqc/migration/report,True,serviceRequest,web/dashboard/src/lib/pqc.ts,151,pqc|GET|/pqc/migration/report
pqc,pqc,GET,/pqc/readiness?{param},/pqc/readiness,True,serviceRequest,web/dashboard/src/lib/pqc.ts,156,pqc|GET|/pqc/readiness
pqc,pqc,POST,/pqc/scan,/pqc/scan,False,serviceRequest,web/dashboard/src/lib/pqc.ts,161,pqc|POST|/pqc/scan
keycore,keycore,GET,/compliance/regulatory,/compliance/regulatory,False,trackedFetch,web/dashboard/src/lib/regulatory.ts,6,keycore|GET|/compliance/regulatory
keycore,keycore,GET,/compliance/dashboard,/compliance/dashboard,False,trackedFetch,web/dashboard/src/lib/regulatory.ts,12,keycore|GET|/compliance/dashboard
keycore,keycore,GET,/compliance/report,/compliance/report,True,trackedFetch,web/dashboard/src/lib/regulatory.ts,18,keycore|GET|/compliance/report
reporting,reporting,GET,/alerts?{param},/alerts,True,serviceRequest,web/dashboard/src/lib/reporting.ts,162,reporting|GET|/alerts
reporting,reporting,GET,/alerts/unread?{param},/alerts/unread,True,serviceRequest,web/dashboard/src/lib/reporting.ts,170,reporting|GET|/alerts/unread
reporting,reporting,GET,/alerts/stats?{param},/alerts/stats,True,serviceRequest,web/dashboard/src/lib/reporting.ts,179,reporting|GET|/alerts/stats
reporting,reporting,GET,/alerts/stats/mttr?{param},/alerts/stats/mttr,True,serviceRequest,web/dashboard/src/lib/reporting.ts,190,reporting|GET|/alerts/stats/mttr
reporting,reporting,GET,/alerts/stats/mttd?{param},/alerts/stats/mttd,True,serviceRequest,web/dashboard/src/lib/reporting.ts,195,reporting|GET|/alerts/stats/mttd
reporting,reporting,GET,/alerts/channels?{param},/alerts/channels,True,serviceRequest,web/dashboard/src/lib/reporting.ts,202,reporting|GET|/alerts/channels
reporting,reporting,GET,/alerts/rules?{param},/alerts/rules,True,serviceRequest,web/dashboard/src/lib/reporting.ts,207,reporting|GET|/alerts/rules
reporting,reporting,POST,/alerts/rules?{param},/alerts/rules,True,serviceRequest,web/dashboard/src/lib/reporting.ts,212,reporting|POST|/alerts/rules
reporting,reporting,PUT,/alerts/rules/{param}?{param},/alerts/rules/{param},True,serviceRequest,web/dashboard/src/lib/reporting.ts,223,reporting|PUT|/alerts/rules/{param}
reporting,reporting,DELETE,/alerts/rules/{param}?{param},/alerts/rules/{param},True,serviceRequest,web/dashboard/src/lib/reporting.ts,230,reporting|DELETE|/alerts/rules/{param}
reporting,reporting,PUT,/alerts/{param}/acknowledge?{param},/alerts/{param}/acknowledge,True,serviceRequest,web/dashboard/src/lib/reporting.ts,236,reporting|PUT|/alerts/{param}/acknowledge
reporting,reporting,POST,/alerts/bulk/acknowledge?{param},/alerts/bulk/acknowledge,True,serviceRequest,web/dashboard/src/lib/reporting.ts,266,reporting|POST|/alerts/bulk/acknowledge
reporting,reporting,PUT,/alerts/{param}/escalate?{param},/alerts/{param}/escalate,True,serviceRequest,web/dashboard/src/lib/reporting.ts,280,reporting|PUT|/alerts/{param}/escalate
reporting,reporting,GET,/alerts/stats/top-sources?{param},/alerts/stats/top-sources,True,serviceRequest,web/dashboard/src/lib/reporting.ts,295,reporting|GET|/alerts/stats/top-sources
reporting,reporting,GET,/reports/templates,/reports/templates,False,serviceRequest,web/dashboard/src/lib/reporting.ts,308,reporting|GET|/reports/templates
reporting,reporting,POST,/reports/generate,/reports/generate,False,serviceRequest,web/dashboard/src/lib/reporting.ts,321,reporting|POST|/reports/generate
reporting,reporting,GET,/reports/jobs/{param}?{param},/reports/jobs/{param},True,serviceRequest,web/dashboard/src/lib/reporting.ts,338,reporting|GET|/reports/jobs/{param}
reporting,reporting,GET,/reports/jobs?{param}&limit={param}&offset={param},/reports/jobs,True,serviceRequest,web/dashboard/src/lib/reporting.ts,350,reporting|GET|/reports/jobs
reporting,reporting,GET,/reports/jobs/{param}/download?{param},/reports/jobs/{param}/download,True,serviceRequest,web/dashboard/src/lib/reporting.ts,368,reporting|GET|/reports/jobs/{param}/download
reporting,reporting,DELETE,/reports/jobs/{param}?{param}&actor={param},/reports/jobs/{param},True,serviceRequest,web/dashboard/src/lib/reporting.ts,385,reporting|DELETE|/reports/jobs/{param}
reporting,reporting,GET,/reports/scheduled?{param},/reports/scheduled,True,serviceRequest,web/dashboard/src/lib/reporting.ts,391,reporting|GET|/reports/scheduled
reporting,reporting,POST,/reports/scheduled,/reports/scheduled,False,serviceRequest,web/dashboard/src/lib/reporting.ts,406,reporting|POST|/reports/scheduled
keycore,keycore,GET,/rotation/analytics,/rotation/analytics,False,trackedFetch,web/dashboard/src/lib/rotationAnalytics.ts,6,keycore|GET|/rotation/analytics
keycore,keycore,GET,/rotation/runs,/rotation/runs,True,trackedFetch,web/dashboard/src/lib/rotationAnalytics.ts,15,keycore|GET|/rotation/runs
keycore,keycore,GET,/rotation/analytics/overdue,/rotation/analytics/overdue,False,trackedFetch,web/dashboard/src/lib/rotationAnalytics.ts,21,keycore|GET|/rotation/analytics/overdue
keycore,keycore,GET,/enterprise/summary,/enterprise/summary,False,trackedFetch,web/dashboard/src/lib/rotationAnalytics.ts,27,keycore|GET|/enterprise/summary
keycore,keycore,GET,/rotation/policies,/rotation/policies,False,serviceRequest,web/dashboard/src/lib/rotationScheduler.ts,49,keycore|GET|/rotation/policies
keycore,keycore,POST,/rotation/policies,/rotation/policies,False,serviceRequest,web/dashboard/src/lib/rotationScheduler.ts,54,keycore|POST|/rotation/policies
keycore,keycore,PATCH,/rotation/policies/{param},/rotation/policies/{param},True,serviceRequest,web/dashboard/src/lib/rotationScheduler.ts,58,keycore|PATCH|/rotation/policies/{param}
keycore,keycore,DELETE,/rotation/policies/{param},/rotation/policies/{param},True,serviceRequest,web/dashboard/src/lib/rotationScheduler.ts,62,keycore|DELETE|/rotation/policies/{param}
keycore,keycore,POST,/rotation/policies/{param}/trigger,/rotation/policies/{param}/trigger,True,serviceRequest,web/dashboard/src/lib/rotationScheduler.ts,66,keycore|POST|/rotation/policies/{param}/trigger
keycore,keycore,GET,/rotation/runs{param},/rotation/runs{param},True,serviceRequest,web/dashboard/src/lib/rotationScheduler.ts,71,keycore|GET|/rotation/runs{param}
keycore,keycore,GET,/rotation/upcoming,/rotation/upcoming,False,serviceRequest,web/dashboard/src/lib/rotationScheduler.ts,76,keycore|GET|/rotation/upcoming
sbom,sbom,POST,/sbom/generate,/sbom/generate,False,serviceRequest,web/dashboard/src/lib/sbom.ts,119,sbom|POST|/sbom/generate
sbom,sbom,GET,/sbom/latest,/sbom/latest,False,serviceRequest,web/dashboard/src/lib/sbom.ts,127,sbom|GET|/sbom/latest
sbom,sbom,GET,/sbom/history?limit={param},/sbom/history,True,serviceRequest,web/dashboard/src/lib/sbom.ts,132,sbom|GET|/sbom/history
sbom,sbom,GET,/sbom/vulnerabilities,/sbom/vulnerabilities,False,serviceRequest,web/dashboard/src/lib/sbom.ts,141,sbom|GET|/sbom/vulnerabilities
sbom,sbom,GET,/sbom/advisories,/sbom/advisories,False,serviceRequest,web/dashboard/src/lib/sbom.ts,152,sbom|GET|/sbom/advisories
sbom,sbom,POST,/sbom/advisories,/sbom/advisories,False,serviceRequest,web/dashboard/src/lib/sbom.ts,157,sbom|POST|/sbom/advisories
sbom,sbom,DELETE,/sbom/advisories/{param},/sbom/advisories/{param},True,serviceRequest,web/dashboard/src/lib/sbom.ts,165,sbom|DELETE|/sbom/advisories/{param}
sbom,sbom,GET,/sbom/{param}/export?format={param}&encoding={param},/sbom/{param}/export,True,serviceRequest,web/dashboard/src/lib/sbom.ts,176,sbom|GET|/sbom/{param}/export
sbom,sbom,POST,/cbom/generate,/cbom/generate,False,serviceRequest,web/dashboard/src/lib/sbom.ts,185,sbom|POST|/cbom/generate
sbom,sbom,GET,/cbom/latest?{param},/cbom/latest,True,serviceRequest,web/dashboard/src/lib/sbom.ts,196,sbom|GET|/cbom/latest
sbom,sbom,GET,/cbom/history?{param}&limit={param},/cbom/history,True,serviceRequest,web/dashboard/src/lib/sbom.ts,201,sbom|GET|/cbom/history
sbom,sbom,GET,/cbom/summary?{param},/cbom/summary,True,serviceRequest,web/dashboard/src/lib/sbom.ts,210,sbom|GET|/cbom/summary
sbom,sbom,GET,/cbom/{param}/export?{param}&format={param},/cbom/{param}/export,True,serviceRequest,web/dashboard/src/lib/sbom.ts,219,sbom|GET|/cbom/{param}/export
sbom,sbom,GET,/cbom/diff?{param}&from={param}&to={param},/cbom/diff,True,serviceRequest,web/dashboard/src/lib/sbom.ts,228,sbom|GET|/cbom/diff
sbom,sbom,GET,/sbom/diff?from={param}&to={param},/sbom/diff,True,serviceRequest,web/dashboard/src/lib/sbom.ts,248,sbom|GET|/sbom/diff
sbom,sbom,GET,/cbom/pqc-readiness?{param},/cbom/pqc-readiness,True,serviceRequest,web/dashboard/src/lib/sbom.ts,257,sbom|GET|/cbom/pqc-readiness
secrets,secrets,GET,/secrets?{param},/secrets,True,serviceRequest,web/dashboard/src/lib/secrets.ts,82,secrets|GET|/secrets
secrets,secrets,POST,/secrets,/secrets,False,serviceRequest,web/dashboard/src/lib/secrets.ts,87,secrets|POST|/secrets
secrets,secrets,PUT,/secrets/{param}?tenant_id={param},/secrets/{param},True,serviceRequest,web/dashboard/src/lib/secrets.ts,126,secrets|PUT|/secrets/{param}
secrets,secrets,DELETE,/secrets/{param}?tenant_id={param},/secrets/{param},True,serviceRequest,web/dashboard/src/lib/secrets.ts,134,secrets|DELETE|/secrets/{param}
secrets,secrets,GET,/secrets/{param}/value?tenant_id={param}&format={param},/secrets/{param}/value,True,serviceRequest,web/dashboard/src/lib/secrets.ts,145,secrets|GET|/secrets/{param}/value
secrets,secrets,GET,/secrets/stats?tenant_id={param},/secrets/stats,True,serviceRequest,web/dashboard/src/lib/secrets.ts,177,secrets|GET|/secrets/stats
secrets,secrets,GET,/secrets/{param}/versions?tenant_id={param},/secrets/{param}/versions,True,serviceRequest,web/dashboard/src/lib/secrets.ts,182,secrets|GET|/secrets/{param}/versions
secrets,secrets,GET,/secrets/{param}/audit?tenant_id={param}&limit={param},/secrets/{param}/audit,True,serviceRequest,web/dashboard/src/lib/secrets.ts,190,secrets|GET|/secrets/{param}/audit
secrets,secrets,POST,/secrets/{param}/rotate?tenant_id={param},/secrets/{param}/rotate,True,serviceRequest,web/dashboard/src/lib/secrets.ts,198,secrets|POST|/secrets/{param}/rotate
secrets,secrets,POST,/secrets/generate/keypair,/secrets/generate/keypair,False,serviceRequest,web/dashboard/src/lib/secrets.ts,218,secrets|POST|/secrets/generate/keypair
keycore,keycore,POST,/credential-bindings/resolve,/credential-bindings/resolve,False,serviceRequest,web/dashboard/src/lib/securityFindings.ts,112,keycore|POST|/credential-bindings/resolve
keycore,keycore,GET,/threat/signals,/threat/signals,False,serviceRequest,web/dashboard/src/lib/securityFindings.ts,204,keycore|GET|/threat/signals
posture,posture,GET,/leaks/findings?status=open,/leaks/findings,False,serviceRequest,web/dashboard/src/lib/securityFindings.ts,205,posture|GET|/leaks/findings
keycore,keycore,POST,/threat/signals/{param}/ack,/threat/signals/{param}/ack,True,serviceRequest,web/dashboard/src/lib/securityFindings.ts,247,keycore|POST|/threat/signals/{param}/ack
posture,posture,PATCH,/leaks/findings/{param},/leaks/findings/{param},True,serviceRequest,web/dashboard/src/lib/securityFindings.ts,251,posture|PATCH|/leaks/findings/{param}
signing,signing,GET,/signing/settings?tenant_id={param},/signing/settings,True,serviceRequest,web/dashboard/src/lib/signing.ts,88,signing|GET|/signing/settings
signing,signing,PUT,/signing/settings,/signing/settings,False,serviceRequest,web/dashboard/src/lib/signing.ts,93,signing|PUT|/signing/settings
signing,signing,GET,/signing/summary?tenant_id={param},/signing/summary,True,serviceRequest,web/dashboard/src/lib/signing.ts,101,signing|GET|/signing/summary
signing,signing,GET,/signing/profiles?tenant_id={param},/signing/profiles,True,serviceRequest,web/dashboard/src/lib/signing.ts,106,signing|GET|/signing/profiles
signing,signing,DELETE,/signing/profiles/{param}?tenant_id={param},/signing/profiles/{param},True,serviceRequest,web/dashboard/src/lib/signing.ts,121,signing|DELETE|/signing/profiles/{param}
signing,signing,GET,/signing/records?{param},/signing/records,True,serviceRequest,web/dashboard/src/lib/signing.ts,134,signing|GET|/signing/records
signing,signing,POST,/signing/blob,/signing/blob,False,serviceRequest,web/dashboard/src/lib/signing.ts,144,signing|POST|/signing/blob
signing,signing,POST,/signing/git,/signing/git,False,serviceRequest,web/dashboard/src/lib/signing.ts,157,signing|POST|/signing/git
signing,signing,POST,/signing/verify,/signing/verify,False,serviceRequest,web/dashboard/src/lib/signing.ts,165,signing|POST|/signing/verify
reporting,reporting,POST,/telemetry/errors,/telemetry/errors,False,serviceRequest,web/dashboard/src/lib/telemetry.ts,59,reporting|POST|/telemetry/errors
keycore,keycore,GET,/threat/dashboard,/threat/dashboard,False,trackedFetch,web/dashboard/src/lib/threatProtection.ts,6,keycore|GET|/threat/dashboard
keycore,keycore,GET,/threat/signals,/threat/signals,False,trackedFetch,web/dashboard/src/lib/threatProtection.ts,12,keycore|GET|/threat/signals
keycore,keycore,POST,/threat/signals/{param}/ack,/threat/signals/{param}/ack,True,trackedFetch,web/dashboard/src/lib/threatProtection.ts,18,keycore|POST|/threat/signals/{param}/ack
keycore,keycore,GET,/canary/keys,/canary/keys,False,trackedFetch,web/dashboard/src/lib/threatProtection.ts,27,keycore|GET|/canary/keys
keycore,keycore,POST,/canary/keys,/canary/keys,False,trackedFetch,web/dashboard/src/lib/threatProtection.ts,33,keycore|POST|/canary/keys
audit,audit,GET,/webhooks,/webhooks,False,serviceRequest,web/dashboard/src/lib/webhooks.ts,46,audit|GET|/webhooks
audit,audit,POST,/webhooks,/webhooks,False,serviceRequest,web/dashboard/src/lib/webhooks.ts,51,audit|POST|/webhooks
audit,audit,PATCH,/webhooks/{param},/webhooks/{param},True,serviceRequest,web/dashboard/src/lib/webhooks.ts,55,audit|PATCH|/webhooks/{param}
audit,audit,DELETE,/webhooks/{param},/webhooks/{param},True,serviceRequest,web/dashboard/src/lib/webhooks.ts,59,audit|DELETE|/webhooks/{param}
audit,audit,POST,/webhooks/{param}/test,/webhooks/{param}/test,True,serviceRequest,web/dashboard/src/lib/webhooks.ts,63,audit|POST|/webhooks/{param}/test
audit,audit,GET,/webhooks/{param}/deliveries,/webhooks/{param}/deliveries,True,serviceRequest,web/dashboard/src/lib/webhooks.ts,67,audit|GET|/webhooks/{param}/deliveries
workload,workload,GET,/workload-identity/settings?{param},/workload-identity/settings,True,serviceRequest,web/dashboard/src/lib/workloadIdentity.ts,146,workload|GET|/workload-identity/settings
workload,workload,PUT,/workload-identity/settings?{param},/workload-identity/settings,True,serviceRequest,web/dashboard/src/lib/workloadIdentity.ts,151,workload|PUT|/workload-identity/settings
workload,workload,GET,/workload-identity/summary?{param},/workload-identity/summary,True,serviceRequest,web/dashboard/src/lib/workloadIdentity.ts,159,workload|GET|/workload-identity/summary
workload,workload,GET,/workload-identity/registrations?{param},/workload-identity/registrations,True,serviceRequest,web/dashboard/src/lib/workloadIdentity.ts,164,workload|GET|/workload-identity/registrations
workload,workload,DELETE,/workload-identity/registrations/{param}?{param},/workload-identity/registrations/{param},True,serviceRequest,web/dashboard/src/lib/workloadIdentity.ts,180,workload|DELETE|/workload-identity/registrations/{param}
workload,workload,GET,/workload-identity/federation?{param},/workload-identity/federation,True,serviceRequest,web/dashboard/src/lib/workloadIdentity.ts,186,workload|GET|/workload-identity/federation
workload,workload,DELETE,/workload-identity/federation/{param}?{param},/workload-identity/federation/{param},True,serviceRequest,web/dashboard/src/lib/workloadIdentity.ts,202,workload|DELETE|/workload-identity/federation/{param}
workload,workload,POST,/workload-identity/issue,/workload-identity/issue,False,serviceRequest,web/dashboard/src/lib/workloadIdentity.ts,211,workload|POST|/workload-identity/issue
workload,workload,GET,/workload-identity/issuances?{param}&limit={param},/workload-identity/issuances,True,serviceRequest,web/dashboard/src/lib/workloadIdentity.ts,219,workload|GET|/workload-identity/issuances
workload,workload,POST,/workload-identity/token/exchange,/workload-identity/token/exchange,False,serviceRequest,web/dashboard/src/lib/workloadIdentity.ts,227,workload|POST|/workload-identity/token/exchange
workload,workload,GET,/workload-identity/graph?{param},/workload-identity/graph,True,serviceRequest,web/dashboard/src/lib/workloadIdentity.ts,235,workload|GET|/workload-identity/graph
workload,workload,GET,/workload-identity/usage?{param}&limit={param},/workload-identity/usage,True,serviceRequest,web/dashboard/src/lib/workloadIdentity.ts,240,workload|GET|/workload-identity/usage
